APARTMENT,T9_00,T9_15,9.30,9.45,10.00,10.15,10.30,10.45,11.00,11.15,11.30,11.45,12.00,12.15,12.30,12.45,1.00,1.15,1.30,1.45,2.00,2.15,2.30,2.45,3.00,15min INTERVALS,Column1
MERGED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A -602 A,57,63,66,71,74,76,79,79,82,82,85,88,88,91,91,91,91,94,94,94,97,97,97,97,97,24,
2A -602 B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,40,47,2,
MERGED,57,63,66,71,74,76,79,79,82,82,85,88,88,91,91,91,91,94,94,94,97,97,97,97,97,24,24
2A -603 A,77,79,81,84,85,85,88,88,88,88,88,91,94,94,94,94,94,94,94,94,97,97,97,97,97,24,
2A -603 B,37,38,40,43,46,47,49,48,50,51,50,52,51,52,51,48,45,39,30,0,0,0,0,0,0,18,
MERGED,77,79,81,84,85,85,88,88,88,88,88,91,94,94,94,94,94,94,94,94,97,97,97,97,97,24,24
2A -604,0,0,0,0,2,7,12,18,21,26,31,35,39,41,45,47,49,51,53,55,60,57,62,64,67,20,
MERGED,0,0,0,0,2,7,12,18,21,26,31,35,39,41,45,47,49,51,53,55,60,57,62,64,67,20,20
2A -605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MERGED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A -606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MERGED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A -607,0,0,0,0,0,0,0,1,3,5,8,12,19,24,28,33,38,41,44,47,50,53,52,53,51,17,
MERGED,0,0,0,0,0,0,0,1,3,5,8,12,19,24,28,33,38,41,44,47,50,53,52,53,51,17,17
2A -608 A,68,76,79,82,82,85,85,88,88,88,88,91,94,94,94,94,97,97,97,97,97,97,97,97,97,24,
2A -608 B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,1,
MERGED,68,76,79,82,82,85,85,88,88,88,88,91,94,94,94,94,97,97,97,97,97,97,97,97,97,24,24
2A -609 A,59,67,70,73,76,79,82,82,85,85,88,89,91,94,94,94,94,97,97,97,97,97,97,97,97,24,
2A -609 B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31,1,
MERGED,59,67,70,73,76,79,82,82,85,85,88,89,91,94,94,94,94,97,97,97,97,97,97,97,97,24,24
2A -610 A,0,6,13,18,23,23,23,22,21,19,19,19,19,22,22,23,29,31,34,39,44,47,51,51,50,23,
2A -610 B,94,94,94,94,94,91,91,91,85,85,82,82,79,74,71,63,55,41,20,0,0,0,0,0,0,18,
MERGED,94,94,94,94,94,91,91,91,85,85,82,82,79,74,71,63,55,41,34,39,44,47,51,51,50,24,24
2A -611 A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2A -611 B,94,94,94,94,94,91,91,91,85,85,82,82,79,74,71,63,55,41,20,0,0,0,0,0,0,18,
MERGED,94,94,94,94,94,91,91,91,85,85,82,82,79,74,71,63,55,41,20,0,0,0,0,0,0,18,18
2A -701 A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2A -701 B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,56,58,2,
MERGED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,56,58,2,2
2A -702 A,0,0,0,0,0,2,5,9,14,18,21,24,27,33,37,41,44,47,50,53,56,59,63,66,66,19,
2A -702 B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,60,68,2,
MERGED,0,0,0,0,0,2,5,9,14,18,21,24,27,33,37,41,44,47,50,53,56,59,63,66,68,19,19
2A -703 A,21,14,8,4,1,6,9,12,15,18,21,24,27,33,37,41,44,47,50,53,56,59,63,66,66,24,
2A -703 B,50,44,34,28,18,12,3,0,0,1,1,2,3,3,4,5,6,6,5,1,0,0,0,0,0,19,
MERGED,50,44,34,28,18,12,9,12,15,18,21,24,27,33,37,41,44,47,50,53,56,59,63,66,66,24,24
2A -704 A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2A -704 B,97,94,94,94,94,94,94,88,88,88,85,82,79,79,74,68,61,49,32,0,0,0,0,0,0,18,
MERGED,97,94,94,94,94,94,94,88,88,88,85,82,79,79,74,68,61,49,32,0,0,0,0,0,0,18,18
2A -G01 A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2A -G01 B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,1,
MERGED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,1,1
2A -G02 A,0,0,0,0,0,0,0,0,0,0,0,2,4,8,11,15,22,5,0,0,0,17,53,56,59,10,
2A -G02 B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,1,
MERGED,0,0,0,0,0,0,0,0,0,0,0,2,4,8,11,15,22,5,0,0,0,17,53,56,59,10,10
2A -G03 A,57,63,66,71,74,76,79,79,82,82,85,88,88,91,91,91,61,6,0,0,0,0,0,0,0,17,
2A -G03 B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MERGED,57,63,66,71,74,76,79,79,82,82,85,88,88,91,91,91,61,6,0,0,0,0,0,0,0,17,17
2A -G04 A,57,63,66,71,74,76,79,79,82,82,85,88,88,91,91,91,61,6,0,0,0,0,0,0,0,17,
2A -G04 B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MERGED,57,63,66,71,74,76,79,79,82,82,85,88,88,91,91,91,61,6,0,0,0,0,0,0,0,17,17
2A -G05,0,0,0,1,8,15,20,25,28,34,39,43,47,51,56,58,38,3,0,0,0,0,0,0,0,14,
MERGED,0,0,0,1,8,15,20,25,28,34,39,43,47,51,56,58,38,3,0,0,0,0,0,0,0,14,14
2A -G06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MERGED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A -G07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MERGED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A -G08,0,0,0,0,0,0,0,1,3,5,8,12,19,24,28,33,38,3,0,0,0,0,0,0,0,10,
MERGED,0,0,0,0,0,0,0,1,3,5,8,12,19,24,28,33,38,3,0,0,0,0,0,0,0,10,10
2A -G09 A,68,74,79,79,82,85,85,85,88,88,88,91,94,94,94,94,97,86,9,0,0,0,0,0,0,18,
2A -G09 B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MERGED,68,74,79,79,82,85,85,85,88,88,88,91,94,94,94,94,97,86,9,0,0,0,0,0,0,18,18
2A -G10 A,0,6,13,18,23,22,20,17,16,12,13,11,12,14,14,15,12,0,5,37,44,47,52,51,42,21,
2A -G10 B,88,89,90,94,94,94,94,91,91,91,88,85,82,82,79,71,63,37,7,0,0,0,0,0,0,18,
MERGED,88,89,90,94,94,94,94,91,91,91,88,85,82,82,79,71,63,37,7,37,44,47,52,51,42,24,24
2A -G11 A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2A -G11 B,0,0,0,15,58,86,86,83,83,82,79,76,73,72,70,63,55,46,34,0,0,0,0,0,0,15,
MERGED,0,0,0,15,58,86,86,83,83,82,79,76,73,72,70,63,55,46,34,0,0,0,0,0,0,15,15
